actual,proposed
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.25,418.98126220703125
0.25,418.98126220703125
0.25,418.98126220703125
0.25,418.98126220703125
0.25,418.98126220703125
0.25,418.98126220703125
0.25,418.98126220703125
0.25,418.98126220703125
0.25,418.98126220703125
0.25,418.98126220703125
0.25,418.98126220703125
0.25,418.98126220703125
0.25,418.98126220703125
0.25,418.98126220703125
0.25,418.98126220703125
0.25,418.98126220703125
0.25,418.98126220703125
0.25,418.98126220703125
0.25,418.98126220703125
0.25,418.98126220703125
0.25,418.98126220703125
0.25,418.98126220703125
0.25,418.98126220703125
0.25,418.98126220703125
0.25,418.98126220703125
0.25,418.98126220703125
0.25,418.98126220703125
0.25,418.98126220703125
0.25,418.98126220703125
0.25,418.98126220703125
0.25,418.98126220703125
0.25,418.98126220703125
0.25,418.98126220703125
0.25,418.98126220703125
0.25,418.98126220703125
0.25,418.98126220703125
0.25,418.98126220703125
0.25,418.98126220703125
0.25,418.98126220703125
0.25,418.98126220703125
0.25,410.287841796875
0.25,400.3266296386719
0.25,390.25616455078125
0.25,380.0805969238281
0.25,369.84881591796875
0.25,359.473388671875
0.25,349.0046081542969
0.25,338.44610595703125
0.25,327.8460693359375
0.25,317.2508239746094
0.25,306.6602478027344
0.25,295.984619140625
0.25,285.2719421386719
0.0,274.4789123535156
0.0,263.6086120605469
0.0,252.66400146484375
0.0,241.73745727539062
0.0,230.82830810546875
0.0,219.98065185546875
0.0,209.14732360839844
0.0,230.23678588867188
0.0,219.56309509277344
0.0,209.0761260986328
0.0,198.7239227294922
0.0,188.5012969970703
0.0,178.40328979492188
0.0,168.46983337402344
0.0,158.73939514160156
0.0,149.2489013671875
0.0,140.03390502929688
0.0,131.03904724121094
0.0,122.30062103271484
0.0,113.85352325439453
0.0,105.64178466796875
0.0,97.65635681152344
0.0,89.93329620361328
0.0,82.50727844238281
0.0,75.3221206665039
0.0,68.4133071899414
0.0,61.77021789550781
0.0,55.38263702392578
0.0,49.240726470947266
0.0,43.37981033325195
0.0,37.74431228637695
0.0,32.3255615234375
0.0,60.715084075927734
0.0,55.79295349121094
0.0,51.104896545410156
0.0,46.686676025390625
0.0,42.48314666748047
0.0,38.53082275390625
0.0,34.775272369384766
0.0,31.208927154541016
0.0,27.824512481689453
0.0,24.659793853759766
0.0,21.661558151245117
0.0,18.8681640625
0.0,16.226972579956055
0.0,13.732129096984863
0.0,11.422765731811523
0.0,9.29175090789795
0.0,7.332224369049072
0.0,5.537588596343994
0.0,3.856740951538086
0.0,2.330066680908203
0.0,0.9963991641998291
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.25,0.0
0.25,0.0
0.25,0.0
0.25,0.0
0.25,0.0
0.25,0.0
0.25,0.0
0.25,0.0
0.25,0.0
0.25,0.0
0.25,0.0856003388762474
0.0,0.18114781379699707
0.0,0.004442925564944744
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.25,0.0
0.25,418.98126220703125
0.25,418.98126220703125
0.25,418.98126220703125
0.25,418.98126220703125
0.25,418.98126220703125
0.25,418.98126220703125
0.25,418.98126220703125
0.25,418.98126220703125
0.25,418.98126220703125
0.25,418.98126220703125
0.25,418.98126220703125
0.25,418.98126220703125
0.25,418.98126220703125
0.25,418.98126220703125
0.25,418.98126220703125
0.25,418.98126220703125
0.25,418.98126220703125
0.25,418.98126220703125
0.25,418.98126220703125
0.25,416.71600341796875
0.25,413.4727783203125
0.25,409.951416015625
0.25,406.16259765625
0.25,402.16143798828125
0.25,397.9560546875
0.25,393.5542907714844
0.25,388.9637451171875
0.25,384.191650390625
0.25,379.2449951171875
0.25,369.1249084472656
0.25,363.6386413574219
0.25,358.00531005859375
0.25,352.2305603027344
0.25,346.3197937011719
0.25,340.27825927734375
0.25,334.06622314453125
0.25,327.7797546386719
0.25,321.4217529296875
0.25,314.9501953125
0.25,308.4141845703125
0.25,301.7714538574219
0.25,295.0708923339844
0.25,288.35943603515625
0.25,281.6375732421875
0.25,274.8608703613281
0.25,268.07623291015625
0.10000000149011612,261.3287353515625
0.10000000149011612,251.4387969970703
0.10000000149011612,241.92921447753906
0.10000000149011612,232.78538513183594
0.10000000149011612,223.99325561523438
0.10000000149011612,215.53927612304688
0.10000000149011612,207.4104461669922
0.10000000149011612,199.59426879882812
0.10000000149011612,192.07872009277344
0.10000000149011612,184.8522186279297
0.10000000149011612,177.90367126464844
0.10000000149011612,171.2223663330078
0.10000000149011612,164.79803466796875
0.10000000149011612,158.62078857421875
0.10000000149011612,152.68113708496094
0.10000000149011612,146.96994018554688
0.10000000149011612,141.4783935546875
0.10000000149011612,136.19805908203125
0.10000000149011612,131.12081909179688
0.10000000149011612,126.23886108398438
0.10000000149011612,121.54467010498047
0.10000000149011612,117.03102111816406
0.10000000149011612,112.69097137451172
0.10000000149011612,108.51785278320312
0.10000000149011612,104.50523376464844
0.10000000149011612,100.6469497680664
0.10000000149011612,96.93705749511719
0.10000000149011612,93.36985778808594
0.10000000149011612,89.93985748291016
0.10000000149011612,86.64177703857422
0.10000000149011612,83.47055053710938
0.10000000149011612,80.4212875366211
0.10000000149011612,77.48931121826172
0.10000000149011612,74.67009735107422
0.10000000149011612,71.95932006835938
0.10000000149011612,69.35279846191406
0.10000000149011612,66.84652709960938
0.10000000149011612,64.43665313720703
0.10000000149011612,62.119468688964844
0.10000000149011612,59.89140319824219
0.10000000149011612,57.7490348815918
0.10000000149011612,55.689064025878906
0.10000000149011612,53.70832443237305
0.10000000149011612,51.803768157958984
0.10000000149011612,49.97246170043945
0.10000000149011612,48.21158981323242
0.10000000149011612,46.5184440612793
0.10000000149011612,44.890419006347656
0.10000000149011612,43.32501220703125
0.10000000149011612,41.8198127746582
0.10000000149011612,40.37250518798828
0.10000000149011612,38.98086166381836
0.10000000149011612,37.64274597167969
0.10000000149011612,36.35609436035156
0.10000000149011612,35.11893081665039
0.10000000149011612,33.92934799194336
0.10000000149011612,32.785518646240234
0.10000000149011612,31.685684204101562
0.10000000149011612,30.628150939941406
0.10000000149011612,29.611291885375977
0.10000000149011612,28.633543014526367
0.10000000149011612,27.69339942932129
0.10000000149011612,26.78941535949707
0.10000000149011612,25.92020034790039
0.10000000149011612,25.084415435791016
0.10000000149011612,24.280776977539062
0.10000000149011612,23.508047103881836
0.10000000149011612,22.765039443969727
0.10000000149011612,22.050607681274414
0.10000000149011612,21.3636531829834
0.10000000149011612,20.703121185302734
0.10000000149011612,20.0679931640625
0.10000000149011612,19.457294464111328
0.10000000149011612,18.87008285522461
0.10000000149011612,18.305458068847656
0.10000000149011612,17.762548446655273
0.10000000149011612,17.240520477294922
0.10000000149011612,16.738569259643555
0.10000000149011612,16.25592613220215
0.10000000149011612,15.791844367980957
0.10000000149011612,15.345611572265625
0.10000000149011612,14.916543006896973
0.10000000149011612,14.503975868225098
0.10000000149011612,14.107277870178223
0.10000000149011612,13.725836753845215
0.10000000149011612,13.3590669631958
0.10000000149011612,13.006402969360352
0.10000000149011612,12.667303085327148
0.10000000149011612,12.341245651245117
0.10000000149011612,12.027729034423828
0.10000000149011612,11.72627067565918
0.10000000149011612,11.436407089233398
0.10000000149011612,11.157691955566406
0.10000000149011612,10.889697074890137
0.10000000149011612,10.63200855255127
0.10000000149011612,10.384231567382812
0.10000000149011612,10.145984649658203
0.10000000149011612,9.916901588439941
0.10000000149011612,9.69662857055664
0.10000000149011612,9.484827995300293
0.10000000149011612,9.281173706054688
0.10000000149011612,9.085351943969727
0.10000000149011612,8.897062301635742
0.10000000149011612,8.71601390838623
0.10000000149011612,8.541929244995117
0.10000000149011612,8.374540328979492
0.10000000149011612,8.213589668273926
0.10000000149011612,8.058828353881836
0.10000000149011612,7.910020351409912
0.10000000149011612,7.766935348510742
0.10000000149011612,7.629354000091553
0.10000000149011612,7.497063636779785
0.10000000149011612,7.369861602783203
0.10000000149011612,7.247552394866943
0.10000000149011612,7.129946708679199
0.10000000149011612,7.016864776611328
0.10000000149011612,6.908132076263428
0.10000000149011612,6.803581237792969
0.10000000149011612,6.703051567077637
0.10000000149011612,6.606388568878174
0.10000000149011612,6.513443470001221
0.10000000149011612,6.424072742462158
0.10000000149011612,6.33814001083374
0.10000000149011612,6.25551176071167
0.10000000149011612,6.176062107086182
0.10000000149011612,6.099667549133301
0.10000000149011612,6.026211738586426
0.10000000149011612,5.955581188201904
0.10000000149011612,5.887666702270508
0.10000000149011612,5.822364807128906
0.10000000149011612,5.7595744132995605
0.10000000149011612,5.6991987228393555
0.10000000149011612,5.641145706176758
0.10000000149011612,5.585325241088867
0.10000000149011612,5.531651496887207
0.10000000149011612,5.480042457580566
0.10000000149011612,5.430418014526367
0.10000000149011612,5.382702350616455
0.10000000149011612,5.336822032928467
0.10000000149011612,5.292706489562988
0.10000000149011612,5.2502875328063965
0.10000000149011612,5.209499835968018
0.10000000149011612,5.170280933380127
0.10000000149011612,5.132570743560791
0.10000000149011612,5.096310615539551
0.10000000149011612,5.061445713043213
0.10000000149011612,5.027921199798584
0.10000000149011612,4.995686054229736
0.10000000149011612,4.964691162109375
0.10000000149011612,4.934887886047363
0.10000000149011612,4.90623140335083
0.10000000149011612,4.878676891326904
0.10000000149011612,4.852181911468506
0.10000000149011612,4.826706409454346
0.10000000149011612,4.802210330963135
0.10000000149011612,4.778656482696533
0.10000000149011612,4.756008625030518
0.10000000149011612,4.734231948852539
0.10000000149011612,4.713292598724365
0.10000000149011612,4.693159103393555
0.10000000149011612,4.673799514770508
0.10000000149011612,4.655184745788574
0.10000000149011612,4.6372857093811035
0.10000000149011612,4.620075225830078
0.10000000149011612,4.603526592254639
0.10000000149011612,4.5876145362854
0.10000000149011612,4.572314262390137
0.10000000149011612,4.557602882385254
0.10000000149011612,4.54345703125
0.10000000149011612,4.529855251312256
0.10000000149011612,4.5167765617370605
0.10000000149011612,4.504201412200928
0.10000000149011612,4.492109298706055
0.10000000149011612,4.480482578277588
0.10000000149011612,4.469302654266357
0.10000000149011612,4.458553314208984
0.10000000149011612,4.448216915130615
0.10000000149011612,4.438278675079346
0.10000000149011612,4.428721904754639
0.10000000149011612,4.4195332527160645
0.10000000149011612,4.410697937011719
0.10000000149011612,4.402202129364014
0.10000000149011612,4.394033432006836
0.10000000149011612,4.386178970336914
0.10000000149011612,4.378626346588135
0.10000000149011612,4.371364116668701
0.10000000149011612,4.364381313323975
0.10000000149011612,4.357666969299316
0.10000000149011612,4.351211071014404
0.10000000149011612,4.345003604888916
0.10000000149011612,4.339034557342529
0.10000000149011612,4.3332953453063965
0.10000000149011612,4.327776908874512
0.10000000149011612,4.322470664978027
0.10000000149011612,4.317368507385254
0.10000000149011612,4.312462329864502
0.10000000149011612,4.307744979858398
0.10000000149011612,4.30320930480957
0.10000000149011612,4.298847675323486
0.10000000149011612,4.29465389251709
0.10000000149011612,4.290621757507324
0.10000000149011612,4.286744594573975
0.10000000149011612,4.283016204833984
0.10000000149011612,4.279431343078613
0.10000000149011612,4.275984764099121
0.10000000149011612,4.272670269012451
0.10000000149011612,4.26948356628418
0.10000000149011612,4.266419410705566
0.10000000149011612,4.263473033905029
0.10000000149011612,4.260639667510986
0.10000000149011612,4.257915496826172
0.10000000149011612,4.255296230316162
0.10000000149011612,4.252777576446533
0.10000000149011612,4.2503557205200195
0.10000000149011612,4.248027324676514
0.10000000149011612,4.245788097381592
0.10000000149011612,4.243635177612305
0.10000000149011612,4.241565227508545
0.10000000149011612,4.239574909210205
0.10000000149011612,4.237660884857178
0.10000000149011612,4.235820770263672
0.10000000149011612,4.23405122756958
0.10000000149011612,4.232349395751953
0.10000000149011612,4.230713367462158
0.10000000149011612,4.229140281677246
0.10000000149011612,4.227627754211426
0.10000000149011612,4.226173400878906
0.10000000149011612,4.2247748374938965
0.10000000149011612,4.223430156707764
0.10000000149011612,4.222136974334717
0.10000000149011612,4.220893859863281
0.10000000149011612,4.219698429107666
0.10000000149011612,4.218548774719238
0.10000000149011612,4.217443943023682
0.10000000149011612,4.216381072998047
0.10000000149011612,4.215359210968018
0.10000000149011612,4.214376449584961
0.10000000149011612,4.2134318351745605
0.10000000149011612,4.212523460388184
0.10000000149011612,4.2116498947143555
0.10000000149011612,4.21081018447876
0.10000000149011612,4.210002422332764
0.10000000149011612,4.209225654602051
0.10000000149011612,4.208479404449463
0.10000000149011612,4.207761287689209
0.10000000149011612,4.207070827484131
0.10000000149011612,4.206407070159912
0.10000000149011612,4.205769062042236
0.10000000149011612,4.205155372619629
0.10000000149011612,4.204565048217773
0.10000000149011612,4.203997611999512
0.10000000149011612,4.203452110290527
0.10000000149011612,4.202927589416504
0.10000000149011612,4.202423095703125
0.10000000149011612,4.201938152313232
0.10000000149011612,4.20147180557251
0.10000000149011612,4.201023101806641
0.10000000149011612,4.200592041015625
0.10000000149011612,4.2001776695251465
0.10000000149011612,4.199779033660889
0.10000000149011612,4.199395656585693
0.10000000149011612,4.199027061462402
0.10000000149011612,4.198672771453857
0.10000000149011612,4.198331832885742
0.10000000149011612,4.198004245758057
0.10000000149011612,4.196037292480469
0.10000000149011612,4.195797920227051
0.10000000149011612,4.195567607879639
0.10000000149011612,4.195346355438232
0.10000000149011612,4.195133686065674
0.0,4.194929122924805
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
