actual,proposed
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.25,0.0
0.25,321.4556579589844
0.25,322.5430908203125
0.25,323.6782531738281
0.25,324.8144836425781
0.25,325.9070129394531
0.25,327.0023193359375
0.25,328.0107116699219
0.25,328.9803161621094
0.25,329.509765625
0.25,329.8845520019531
0.25,330.11065673828125
0.25,330.1937561035156
0.25,329.91558837890625
0.25,329.2004699707031
0.25,328.2890319824219
0.25,327.1440734863281
0.25,325.68505859375
0.25,324.0135803222656
0.25,322.18255615234375
0.25,320.19818115234375
0.25,317.8872375488281
0.25,315.2622985839844
0.25,312.29071044921875
0.25,309.030517578125
0.25,305.5376281738281
0.25,334.28302001953125
0.25,330.2186584472656
0.25,325.9077453613281
0.25,321.3597717285156
0.25,316.5838623046875
0.25,311.4544677734375
0.25,306.02996826171875
0.25,300.45599365234375
0.25,294.6935729980469
0.25,288.7498779296875
0.25,282.587158203125
0.25,276.25860595703125
0.25,269.81536865234375
0.25,263.61993408203125
0.25,256.81231689453125
0.25,249.86363220214844
0.25,242.73458862304688
0.25,235.47686767578125
0.25,228.09542846679688
0.25,220.5502471923828
0.25,212.84765625
0.25,205.03843688964844
0.0,197.126708984375
0.0,189.11642456054688
0.25,181.0561065673828
0.0,203.00201416015625
0.0,194.7595672607422
0.0,186.4312744140625
0.0,178.065185546875
0.0,169.66278076171875
0.0,161.22543334960938
0.0,152.75448608398438
0.0,144.2064971923828
0.0,135.62916564941406
0.0,126.9788589477539
0.0,118.30315399169922
0.0,109.64778900146484
0.0,100.96722412109375
0.0,92.26242065429688
0.0,83.5790786743164
0.0,75.2297134399414
0.0,66.61955261230469
0.0,58.16150665283203
0.0,49.84971237182617
0.0,41.67855453491211
0.0,33.77690887451172
0.0,26.17917251586914
0.0,18.784130096435547
0.0,11.53922176361084
0.0,4.572964668273926
0.0,29.780649185180664
0.0,23.16434669494629
0.0,16.80251693725586
0.0,10.640607833862305
0.0,4.715696811676025
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.25,0.0
0.25,0.0
0.25,0.0
0.25,0.0
0.25,0.0
0.25,0.0
0.25,0.0
0.25,0.0
0.25,0.0
0.25,0.0
0.25,0.09565504640340805
0.25,1.3681386709213257
0.25,2.3678667545318604
0.25,3.329143762588501
0.25,4.253448486328125
0.25,5.007914066314697
0.25,5.554309844970703
0.25,5.811112880706787
0.0,5.789461135864258
0.0,5.141960620880127
0.0,4.5193634033203125
0.0,3.562608003616333
0.0,2.284548044204712
0.0,0.6975396871566772
0.0,0.0
0.0,0.0
0.0,29.596399307250977
0.0,27.46125030517578
0.0,25.31869888305664
0.0,23.034738540649414
0.0,20.61480712890625
0.0,18.064136505126953
0.0,15.432516098022461
0.0,12.72305965423584
0.0,10.028288841247559
0.0,7.392398357391357
0.0,4.813125133514404
