actual,proposed
0.30000463128089905,0.20000000298023224
0.3015044629573822,0.20000000298023224
0.30300432443618774,0.20000000298023224
0.3045041859149933,0.20000000298023224
0.30600404739379883,0.20000000298023224
0.30750390887260437,0.20000000298023224
0.3090038001537323,0.20000000298023224
0.15238399803638458,0.20000000298023224
0.15276455879211426,0.20000000298023224
0.15529286861419678,0.20000000298023224
0.15776026248931885,0.20000000298023224
0.1601690798997879,0.20000000298023224
0.15519747138023376,0.19923225045204163
0.1531791090965271,0.1976570039987564
0.1467219442129135,0.19606433808803558
0.13588865101337433,0.1943940967321396
0.12945690751075745,0.19270025193691254
0.11864502727985382,0.19095593690872192
0.10351292043924332,0.18911224603652954
0.0841178223490715,0.18713915348052979
0.06923216581344604,0.18507565557956696
0.05006934329867363,0.182888925075531
0.026684356853365898,0.18054287135601044
0.003488851711153984,0.1780427098274231
0.0,0.17542925477027893
0.0,0.17263364791870117
0.0,0.16961899399757385
0.0,0.1664075404405594
0.0,0.16300776600837708
0.0,0.15945589542388916
0.0,0.15575411915779114
0.0,0.15188825130462646
0.0,0.14791515469551086
0.0,0.14379556477069855
0.0,0.13953296840190887
0.0,0.13521131873130798
0.0,0.1262761503458023
0.0,0.12169606983661652
0.0,0.11702460050582886
0.0,0.11230136454105377
0.0,0.1075606718659401
0.0,0.10277185589075089
0.0,0.09796413779258728
0.0,0.09317638725042343
0.0,0.08837034553289413
0.0,0.08358097076416016
0.0,0.07881207019090652
0.0,0.07405985891819
0.0,0.06932352483272552
0.0,0.06463834643363953
0.0,0.0600762739777565
0.0,0.05566996708512306
0.0,0.05145186930894852
0.0,0.04737776517868042
0.0,0.0434427373111248
0.0,0.039638180285692215
0.0,0.03596169501543045
0.0,0.032445281744003296
0.0,0.02904551289975643
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.11833194643259048
0.0,0.11702238023281097
0.00997406430542469,0.11588510125875473
0.022319070994853973,0.11487405747175217
0.043141577392816544,0.11406441032886505
0.05925390496850014,0.11341272294521332
0.075090691447258,0.11291677504777908
0.09938178211450577,0.11262363940477371
0.11894083023071289,0.11251559853553772
0.1294858455657959,0.11249971389770508
0.15294551849365234,0.11268706619739532
0.1629919409751892,0.11295795440673828
0.17725719511508942,0.11334889382123947
0.19132819771766663,0.11385329067707062
0.20085477828979492,0.1144333928823471
0.20590564608573914,0.11504542827606201
0.2109055519104004,0.11568977683782578
0.22021591663360596,0.11640230566263199
0.2207016497850418,0.11710922420024872
0.22556547820568085,0.11780022829771042
0.2260282337665558,0.11853194981813431
0.22215233743190765,0.11924496293067932
0.21835651993751526,0.11987631767988205
0.20591920614242554,0.12039550393819809
0.20239366590976715,0.12090595811605453
0.1858556866645813,0.12137944996356964
0.17391927540302277,0.12170393019914627
0.1577950268983841,0.12177004665136337
0.13753558695316315,0.12184266000986099
0.11754992604255676,0.12174587696790695
0.09782540798187256,0.1214781403541565
0.07399089634418488,0.12104441970586777
0.04609508067369461,0.12041425704956055
0.018543172627687454,0.1195565015077591
3.7017241993453354e-05,0.11847829073667526
0.0,0.11726253479719162
0.0,0.11564885079860687
0.0,0.11376247555017471
0.0,0.11157440394163132
0.0,0.1091337576508522
0.0,0.10659633576869965
0.0,0.10366621613502502
0.0,0.10054118931293488
0.0,0.09719008952379227
0.0,0.09362144023180008
0.0,0.08999104797840118
0.0,0.08599802851676941
0.0,0.08180592209100723
0.0,0.07745777070522308
0.0,0.07295797020196915
0.0,0.06834764778614044
0.0,0.06362845003604889
0.0,0.05880488455295563
0.0,0.05402936041355133
0.0,0.04937451705336571
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.11358176171779633
0.0,0.11080023646354675
0.0,0.10819153487682343
0.0,0.10575924813747406
0.0,0.1034948080778122
0.0,0.10138574242591858
0.0,0.09943003952503204
0.0,0.09766313433647156
0.0,0.09607651084661484
0.0,0.09466378390789032
0.0,0.09342106431722641
0.0,0.09233608841896057
0.0,0.09137162566184998
0.0,0.09048181772232056
0.0,0.08970919251441956
0.0,0.08903862535953522
0.004526791628450155,0.08847732841968536
0.014730039983987808,0.08800949156284332
0.024763567373156548,0.08764560520648956
0.030275912955403328,0.08737460523843765
0.031334370374679565,0.08715182542800903
0.036721475422382355,0.08694586902856827
0.037659935653209686,0.08679181337356567
0.03857304900884628,0.08664657175540924
0.04817967116832733,0.0865124985575676
0.05328323692083359,0.08646602928638458
0.06266822665929794,0.08646364510059357
0.05884190648794174,0.08654475212097168
0.050709523260593414,0.08658791333436966
0.03832881897687912,0.0865638256072998
0.030473140999674797,0.08643034100532532
0.027074240148067474,0.08623389899730682
0.019349420443177223,0.08601193875074387
0.01607506535947323,0.08572650700807571
0.012827565893530846,0.08541938662528992
0.013964492827653885,0.08509064465761185
0.006347143556922674,0.08477809280157089
0.0031744157895445824,0.08440664410591125
2.2924399672774598e-05,0.08401548117399216
0.0,0.08360275626182556
0.0,0.08317305892705917
0.0,0.0826864019036293
0.0,0.08218266814947128
0.0,0.08162570744752884
0.24316257238388062,0.08105374127626419
0.24158048629760742,0.1990945190191269
0.240006223320961,0.19917963445186615
0.238438680768013,0.19923809170722961
0.2412363886833191,0.1992800086736679
0.23962022364139557,0.1993544101715088
0.23801171779632568,0.19940714538097382
0.23641033470630646,0.19945210218429565
0.23481501638889313,0.1994827389717102
0.2332252711057663,0.19949844479560852
0.23164063692092896,0.19950413703918457
0.22570110857486725,0.19949579238891602
0.21546685695648193,0.19944065809249878
0.2053537666797638,0.19929452240467072
0.19535592198371887,0.19906757771968842
0.18110856413841248,0.19876544177532196
0.16702581942081451,0.19833852350711823
0.15309925377368927,0.19781848788261414
0.13932135701179504,0.19715850055217743
0.12132584303617477,0.19640879333019257
0.10352461785078049,0.19552357494831085
0.08154941350221634,0.19449439644813538
0.06416923552751541,0.19330814480781555
0.03823497146368027,0.19197997450828552
0.012577012181282043,0.19046135246753693
0.0,0.18875855207443237
0.0,0.18681956827640533
0.0,0.18471382558345795
0.0,0.18238481879234314
0.0,0.17985700070858002
0.0,0.1770976334810257
0.0,0.1741020828485489
0.0,0.170926034450531
0.0,0.16760870814323425
0.0,0.16407833993434906
0.0,0.16034479439258575
0.0,0.15644066035747528
0.0,0.15245717763900757
0.0,0.14839307963848114
0.0,0.14421674609184265
0.0,0.13992054760456085
0.0,0.13551414012908936
0.0,0.13100259006023407
0.0,0.1264570951461792
0.0,0.12184718996286392
0.0,0.11720336973667145
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.1969045102596283
0.0,0.19369731843471527
0.0,0.19058293104171753
0.0,0.18759290874004364
0.0,0.18475653231143951
0.0,0.18210823833942413
0.0,0.17960084974765778
0.0,0.17719030380249023
0.0,0.17484094202518463
0.0,0.1725875437259674
0.0,0.17042233049869537
0.0,0.1683063805103302
0.0,0.1662731021642685
0.0,0.16428391635417938
0.0,0.16229796409606934
0.0,0.160319522023201
0.0,0.15834084153175354
0.0,0.15643951296806335
0.0,0.15457609295845032
0.0,0.15274815261363983
0.0,0.1509159654378891
0.09990354627370834,0.14904160797595978
0.0964675024151802,0.20000000298023224
0.10171008110046387,0.20000000298023224
0.10679329186677933,0.20000000298023224
0.1073642298579216,0.20000000298023224
0.11220724880695343,0.20000000298023224
0.11254680156707764,0.20000000298023224
0.1171669065952301,0.20000000298023224
0.1172918826341629,0.20000000298023224
